expnum,image_fname,plver,ML_reason,alex_badexp,alex_reason,frank_badexp,frank_reason,yufeng_badexp,yufeng_reason
137380,c4d_121001_062046_ooi_g_ls11,V5.5LS,NObjects,True,something in the flat? pretty weird,False,,True,transparency
137389,c4d_121001_064632_ooi_z_ls11,V5.5LS,NObjects,True,,False,,True,transparency
137399,c4d_121001_070453_ooi_g_ls11,V5.5LS,Clouds_transparency,True,,False,,True,transparency
138007,c4d_121003_030521_ooi_r_ls11,V5.5LS,Out_of_focus,True,saturation,False,,True,bad ccd
138035,c4d_121003_034911_ooi_r_ls11,V5.5LS,Out_of_focus,True,saturation,False,,True,bad ccd
138036,c4d_121003_035100_ooi_r_ls11,V5.5LS,Out_of_focus,True,saturation,False,,True,bad ccd
138041,c4d_121003_035700_ooi_r_ls11,V5.5LS,Out_of_focus,True,saturation,False,,True,bad ccd
138042,c4d_121003_035843_ooi_r_ls11,V5.5LS,Out_of_focus,True,saturation,False,,True,bad ccd
138063,c4d_121003_043023_ooi_r_ls11,V5.5LS,PSF,True,saturation,False,,True,
138069,c4d_121003_044136_ooi_r_ls11,V5.5LS,Out_of_focus,True,saturation,False,,True,
138091,c4d_121003_053603_ooi_r_ls11,V5.5LS,Nonoptimal_exp,True,saturation,False,,True,
138094,c4d_121003_054130_ooi_r_ls11,V5.5LS,Out_of_focus,True,saturation,False,,True,
139923,c4d_121018_064525_ooi_r_ls11,V5.5LS,PSF,True,flat field,False,,True,
139924,c4d_121018_064637_ooi_r_ls11,V5.5LS,PSF,True,flat field,False,,True,
139925,c4d_121018_064747_ooi_r_ls11,V5.5LS,PSF,True,flat field,False,,True,
139926,c4d_121018_065039_ooi_g_ls11,V5.5LS,"Bad_CCD,Noise",True,flat field,False,,True,
139927,c4d_121018_065138_ooi_g_ls11,V5.5LS,"Bad_CCD,Noise",True,flat field,False,,True,
145858,c4d_121103_002038_ooi_r_v1,V5.5LS,PSF,False,,False,,True,strike pattern
170433,c4d_130119_083921_ooi_g_ls11,V5.5LS,"Noise,Telescope_Moving",True,telescope moving,False,,True,
192611,c4d_130331_073413_ooi_z_ls11,V5.5LS,Nonoptimal_exp,True,transparency,False,,True,
192614,c4d_130331_074127_ooi_z_ls11,V5.5LS,Saturated,True,transparency,False,,True,
192616,c4d_130331_074543_ooi_z_ls11,V5.5LS,Saturated,True,transparency,False,,True,
192797,c4d_130401_023028_ooi_z_ls11,V5.5LS,Noise,True,flat field,False,,False,
193705,c4d_130403_073306_ooi_z_ls11,V5.5LS,Noise,True,flat field,False,,False,
197537,c4d_130416_060636_ooi_r_ls11,V5.5LS,PSF,False,,False,,True,scattered light
197538,c4d_130416_061037_ooi_r_ls11,V5.5LS,PSF,False,,False,,True,scattered light
197630,c4d_130416_091400_ooi_r_ls11,V5.5LS,Ghost_Scatter,False,,False,,True,scattered light
197642,c4d_130416_093200_ooi_r_ls11,V5.5LS,Ghost_Scatter,False,,False,,True,scattered light
197893,c4d_130417_015509_ooi_r_ls11,V5.5LS,"Ghost_Scatter,PSF",True,processing,False,,True,bad ccd
198226,c4d_130417_102549_ooi_r_ls11,V5.5LS,Clouds_transparency,True,processing,False,,True,bad ccd
198686,c4d_130418_090332_ooi_r_ls11,V5.5LS,Ghost_Scatter,False,,False,,True,scattered light
198687,c4d_130418_090502_ooi_r_ls11,V5.5LS,Ghost_Scatter,False,,False,,True,scattered light
198688,c4d_130418_090643_ooi_r_ls11,V5.5LS,Ghost_Scatter,False,,False,,True,scattered light
198698,c4d_130418_092150_ooi_r_ls11,V5.5LS,Ghost_Scatter,False,,False,,True,"scattered light, strike"
201060,c4d_130423_053428_ooi_z_ls11,V5.5LS,Clouds_transparency,True,transparency,False,,True,cloud
201061,c4d_130423_053526_ooi_z_ls11,V5.5LS,Clouds_transparency,True,transparency,False,,True,
201062,c4d_130423_053623_ooi_z_ls11,V5.5LS,Clouds_transparency,True,transparency,False,,True,
202048,c4d_130427_051414_ooi_r_ls11,V5.5LS,Clouds_transparency,True,transparency; scattered light,False,,True,
202050,c4d_130427_052510_ooi_r_ls11,V5.5LS,Clouds_transparency,True,transparency; scattered light,False,,True,
202051,c4d_130427_053038_ooi_r_ls11,V5.5LS,Clouds_transparency,True,transparency; scattered light,False,,True,
206771,c4d_130530_104154_ooi_r_ls11,V5.5LS,Clouds_transparency,True,transparency,False,,True,cloud
210421,c4d_130609_230213_ooi_r_ls11,V5.5LS,"Clouds_transparency,Ghost_Scatter",True,transparency (also NGC5904),False,,True,cloud
210432,c4d_130609_231137_ooi_r_ls11,V5.5LS,Clouds_transparency,True,transparency,False,,True,cloud
210454,c4d_130609_233342_ooi_r_ls11,V5.5LS,PSF,True,transparency,False,,True,cloud
211943,c4d_130612_232204_ooi_g_ls11,V5.5LS,Clouds_transparency,True,transparency,False,,True,cloud
211944,c4d_130612_232554_ooi_g_ls11,V5.5LS,Clouds_transparency,True,transparency,False,,True,cloud
211945,c4d_130612_232943_ooi_g_ls11,V5.5LS,Clouds_transparency,True,transparency,False,,True,cloud
212388,c4d_130614_050326_ooi_g_ls11,V5.5LS,Ghost_Scatter,True,transparency,False,,True,cloud
212395,c4d_130614_052757_ooi_r_ls11,V5.5LS,Clouds_transparency,True,transparency,False,,True,cloud
222598,c4d_130802_081955_ooi_z_ls11,V5.5LS,Out_of_focus,True,flat field; sky background (neptune?),False,,False,
222600,c4d_130802_082338_ooi_z_ls11,V5.5LS,Out_of_focus,True,flat field; sky background (neptune?),False,,False,
222620,c4d_130802_085614_ooi_z_ls11,V5.5LS,"Clouds_transparency,Out_of_focus",True,flat field; sky background (neptune?),False,,False,
222621,c4d_130802_085712_ooi_z_ls11,V5.5LS,"Clouds_transparency,Out_of_focus",True,flat field; sky background (neptune?),False,,False,
222622,c4d_130802_085810_ooi_z_ls11,V5.5LS,"Clouds_transparency,Out_of_focus",True,flat field; sky background (neptune?),False,,False,
222624,c4d_130802_090234_ooi_z_ls11,V5.5LS,"Nonoptimal_exp,Out_of_focus",True,flat field; sky background (neptune?),False,,False,
224280,c4d_130807_080152_ooi_r_ls11,V5.5LS,Clouds_transparency,True,flat field; sky background (neptune?),False,,True,
224281,c4d_130807_080543_ooi_r_ls11,V5.5LS,Clouds_transparency,True,flat field; sky background (neptune?),False,,True,
224284,c4d_130807_085342_ooi_r_ls11,V5.5LS,Clouds_transparency,True,flat field; sky background (neptune?),False,,True,
224285,c4d_130807_085730_ooi_r_ls11,V5.5LS,Clouds_transparency,True,flat field; sky background (neptune?),False,,True,
224286,c4d_130807_090119_ooi_r_ls11,V5.5LS,Clouds_transparency,True,flat field; sky background (neptune?),False,,True,
224288,c4d_130807_091244_ooi_r_ls11,V5.5LS,Clouds_transparency,True,flat field; sky background (neptune?),False,,True,
224652,c4d_130808_090239_ooi_r_ls11,V5.5LS,Clouds_transparency,False,,False,,True,trail
225040,c4d_130809_231511_ooi_g_ls11,V5.5LS,Clouds_transparency,True,flat field,False,,True,
225078,c4d_130810_011230_ooi_g_ls11,V5.5LS,Ghost_Scatter,False,,False,,True,
225079,c4d_130810_011727_ooi_g_ls11,V5.5LS,Ghost_Scatter,False,,False,,True,
225080,c4d_130810_012224_ooi_g_ls11,V5.5LS,Ghost_Scatter,False,,False,,True,
225642,c4d_130812_000432_ooi_r_ls11,V5.5LS,PSF,False,,False,,True,"ghost, scattered light"
229108,c4d_130831_082603_ooi_i_ls11,V5.5LS,NObjects,True,transparency,False,,True,cloud
229690,c4d_130902_062530_ooi_g_ls9,V4.8.2a,PSF,False,,False,,True,scattered light
230048,c4d_130903_020344_ooi_g_ls9,V4.8.2a,Telescope_Moving,False,,False,,True,ghost
233560,c4d_130913_055355_ooi_r_ls9,V4.8.2a,Ghost_Scatter,False,,False,,True,trail
234289,c4d_130915_034729_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
234298,c4d_130915_035915_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
234302,c4d_130915_040439_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
234309,c4d_130915_041340_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
234311,c4d_130915_041613_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
234322,c4d_130915_043035_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
234323,c4d_130915_043202_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
234325,c4d_130915_043443_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
234366,c4d_130915_052835_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
234376,c4d_130915_054205_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
234924,c4d_130916_074417_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
234925,c4d_130916_074534_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
234929,c4d_130916_075044_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
234930,c4d_130916_075157_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
235192,c4d_130917_011117_ooi_Y_ls11,V5.5LS,"Clouds_transparency,Out_of_focus",False,,False,,True,
235193,c4d_130917_011235_ooi_Y_ls11,V5.5LS,"Clouds_transparency,Out_of_focus",False,,False,,True,
235209,c4d_130917_013417_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
235210,c4d_130917_013532_ooi_Y_ls11,V5.5LS,"Clouds_transparency,Out_of_focus",False,,False,,True,
235212,c4d_130917_013803_ooi_Y_ls11,V5.5LS,"Clouds_transparency,Out_of_focus",False,,False,,True,
235260,c4d_130917_030245_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,pupil,False,,True,
235276,c4d_130917_033044_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
235279,c4d_130917_033457_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
235282,c4d_130917_034233_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
235283,c4d_130917_034347_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
235285,c4d_130917_034618_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
235286,c4d_130917_034735_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
235287,c4d_130917_034848_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
235288,c4d_130917_035007_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
235289,c4d_130917_035214_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
235292,c4d_130917_035748_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
235293,c4d_130917_040012_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
235294,c4d_130917_040145_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
235295,c4d_130917_040303_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
235296,c4d_130917_040416_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
235297,c4d_130917_040530_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
235298,c4d_130917_040643_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
235301,c4d_130917_041105_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
235302,c4d_130917_041219_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
235303,c4d_130917_041337_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
235304,c4d_130917_041735_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
235305,c4d_130917_041915_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
235308,c4d_130917_042258_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
235309,c4d_130917_042415_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
235312,c4d_130917_042804_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
235315,c4d_130917_043205_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
235349,c4d_130917_061228_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
235350,c4d_130917_061343_ooi_Y_ls11,V5.5LS,"Clouds_transparency,Nonoptimal_exp",False,,False,,True,
235354,c4d_130917_061907_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
237225,c4d_130922_032612_ooi_Y_ls11,V5.5LS,Out_of_focus,False,,False,,True,"cloud, scattered light"
240501,c4d_131002_032202_ooi_g_ls9,V4.8.2a,PSF,False,,False,,True,"ghost, scattered light"
241125,c4d_131004_044740_ooi_g_ls9,V4.8.2a,PSF,False,,False,,True,ghost
243051,c4d_131012_005557_ooi_z_ls9,V4.8.2a,Noise,True,pupil,False,,False,
243069,c4d_131012_013118_ooi_z_ls9,V4.8.2a,Noise,True,pupil,False,,False,
243071,c4d_131012_013514_ooi_z_ls9,V4.8.2a,Noise,True,pupil,False,,False,
243168,c4d_131012_045653_ooi_z_ls9,V4.8.2a,Noise,True,pupil,False,,False,
243455,c4d_131013_004359_ooi_z_ls9,V4.8.2a,Noise,True,pupil,False,,False,
243462,c4d_131013_005829_ooi_z_ls9,V4.8.2a,Noise,True,pupil,False,,False,
243476,c4d_131013_012702_ooi_z_ls9,V4.8.2a,Noise,True,pupil,False,,False,
243887,c4d_131014_020209_ooi_z_ls9,V4.8.2a,Noise,True,pupil,False,,False,
243890,c4d_131014_020829_ooi_z_ls9,V4.8.2a,Noise,True,pupil,False,,False,
243893,c4d_131014_021502_ooi_z_ls9,V4.8.2a,Noise,True,pupil,False,,False,
243896,c4d_131014_022113_ooi_z_ls9,V4.8.2a,Noise,True,pupil,False,,False,
246815,c4d_131026_003953_ooi_g_ls9,V4.8.2a,"Nonoptimal_exp,PSF",False,,False,,True,scattered light
246824,c4d_131026_005842_ooi_g_ls9,V4.8.2a,PSF,False,,False,,True,ghost
246881,c4d_131026_032830_ooi_g_ls9,V4.8.2a,PSF,False,,False,,True,ghost
246901,c4d_131026_041815_ooi_r_ls9,V4.8.2a,PSF,True,saturation,False,,False,
247989,c4d_131029_043324_ooi_g_ls9,V4.8.2a,"Ghost_Scatter,PSF",False,,False,,True,"ghost, strike"
250013,c4d_131102_025709_ooi_r_ls11,V5.5LS,Clouds_transparency,True,saturation,False,,False,
253764,c4d_131114_031529_ooi_z_ls9,V4.8.2a,Noise,False,,False,,True,ring pattern
254147,c4d_131115_020529_ooi_z_ls9,V4.8.2a,Noise,False,,False,,True,ring pattern
254166,c4d_131115_024517_ooi_z_ls9,V4.8.2a,Noise,False,,False,,True,ring pattern
256628,c4d_131121_032606_ooi_z_ls9,V4.8.2a,Noise,False,,False,,True,ring pattern
256698,c4d_131121_052146_ooi_z_ls9,V4.8.2a,Noise,False,,False,,True,ring pattern
256721,c4d_131121_060522_ooi_z_ls9,V4.8.2a,Noise,True,pupil,False,,True,ring pattern
256724,c4d_131121_061135_ooi_z_ls9,V4.8.2a,Noise,True,pupil,False,,True,ring pattern
256736,c4d_131121_063641_ooi_z_ls9,V4.8.2a,Noise,True,pupil,False,,True,ring pattern
256752,c4d_131121_070910_ooi_z_ls9,V4.8.2a,Noise,True,pupil,False,,True,ring pattern
257563,c4d_131123_051838_ooi_z_ls9,V4.8.2a,Noise,True,pupil,False,,True,ring pattern
257571,c4d_131123_053232_ooi_z_ls9,V4.8.2a,Noise,True,pupil,False,,True,ring pattern
260867,c4d_131206_041724_ooi_g_ls9,V4.8.2a,PSF,False,,False,,True,ghost
262976,c4d_131212_020745_ooi_z_ls9,V4.8.2a,Noise,True,pupil,False,,True,ring pattern
263028,c4d_131212_033154_ooi_z_ls9,V4.8.2a,Noise,True,pupil,False,,True,ring pattern
263103,c4d_131212_060233_ooi_z_ls9,V4.8.2a,Noise,True,pupil,False,,True,ring pattern
263507,c4d_131213_012129_ooi_z_ls9,V4.8.2a,Noise,True,pupil,False,,True,ring pattern
263559,c4d_131213_031615_ooi_z_ls9,V4.8.2a,Noise,True,pupil,False,,True,ring pattern
264100,c4d_131214_042434_ooi_z_ls9,V4.8.2a,Noise,True,pupil,False,,True,ring pattern
267002,c4d_131221_062439_ooi_z_ls9,V4.8.2a,Noise,True,pupil,False,,True,ring pattern
267006,c4d_131221_063249_ooi_z_ls9,V4.8.2a,Noise,True,pupil,False,,True,ring pattern
267379,c4d_131222_071842_ooi_z_ls9,V4.8.2a,Noise,True,pupil,False,,True,ring pattern
286041,c4d_140218_034113_ooi_g_ls11,V5.5LS,NObjects,True,transparency; flat field; stray light,False,,True,cloud
286107,c4d_140218_070049_ooi_g_ls11,V5.5LS,Clouds_transparency,True,transparency; flat field; stray light,False,,True,
286114,c4d_140218_072809_ooi_i_ls11,V5.5LS,"Clouds_transparency,Saturated",True,transparency; flat field; stray light,False,,True,
286290,c4d_140219_033403_ooi_g_ls11,V5.5LS,NObjects,True,transparency; flat field; stray light,False,,True,
289467,c4d_140303_060224_ooi_g_ls11,V5.5LS,Ghost_Scatter,False,,False,,True,ghost
290755,c4d_140309_000551_ooi_g_ls11,V5.5LS,Clouds_transparency,True,transparency; flat field; stray light,False,,True,
291331,c4d_140311_002046_ooi_g_ls11,V5.5LS,Clouds_transparency,True,transparency; flat field; stray light,False,,False,
293851,c4d_140319_094735_ooi_Y_ls11,V5.5LS,NObjects,True,transparency; flat field; stray light,False,,True,cloud
294730,c4d_140321_000640_ooi_g_ls9,V4.9,Ghost_Scatter,False,,False,,True,ghost
315668,c4d_140520_063811_ooi_i_ls11,V5.5LS,Clouds_transparency,True,transparency,False,,True,
315716,c4d_140520_103220_ooi_Y_ls11,V5.5LS,"Clouds_transparency,NObjects",True,transparency,False,,True,
316944,c4d_140524_232523_ooi_g_ls9,V4.9,PSF,False,,False,,True,strike
317242,c4d_140526_025654_ooi_g_ls9,V4.9,Ghost_Scatter,False,,False,,True,cloud
317516,c4d_140527_032031_ooi_g_ls9,V4.9,Ghost_Scatter,False,,False,,True,ghost
317517,c4d_140527_032528_ooi_g_ls9,V4.9,Ghost_Scatter,False,,False,,True,ghost
317518,c4d_140527_033022_ooi_g_ls9,V4.9,Ghost_Scatter,False,,False,,True,ghost
317522,c4d_140527_035032_ooi_g_ls9,V4.9,Ghost_Scatter,False,,False,,True,ghost
317523,c4d_140527_035528_ooi_g_ls9,V4.9,Ghost_Scatter,False,,False,,True,ghost
317524,c4d_140527_040020_ooi_g_ls9,V4.9,Ghost_Scatter,False,,False,,True,ghost
319104,c4d_140601_080620_ooi_g_ls10,V5.2.2LS,Ghost_Scatter,False,,False,,True,ghost
319105,c4d_140601_081114_ooi_g_ls10,V5.2.2LS,Ghost_Scatter,False,,False,,True,ghost
338846,c4d_140719_051619_ooi_g_ls10,V5.2.2LS,Bad_CCD,False,,False,,True,ghsot
338847,c4d_140719_051732_ooi_g_ls10,V5.2.2LS,Bad_CCD,False,,False,,True,ghsot
338848,c4d_140719_051838_ooi_g_ls10,V5.2.2LS,Bad_CCD,False,,False,,True,ghsot
346409,c4d_140810_072947_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,cloud
350257,c4d_140820_085759_ooi_z_ls9,V4.8.2a,Noise,True,pupil,False,,True,ring pattern
350274,c4d_140820_092752_ooi_z_ls9,V4.8.2a,Noise,True,pupil,False,,True,ring pattern
351783,c4d_140825_101337_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
353140,c4d_140830_014506_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,True,
353142,c4d_140830_014841_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,True,
353153,c4d_140830_021016_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,True,
353567,c4d_140831_014922_ooi_Y_ls11,V5.5LS,Clouds_transparency,False,,False,,True,
355904,c4d_140906_012516_ooi_Y_ls11,V5.5LS,"Clouds_transparency,Nonoptimal_exp,Out_of_focus",True,fringing,False,,False,
355905,c4d_140906_012639_ooi_Y_ls11,V5.5LS,"Clouds_transparency,Out_of_focus",True,fringing,False,,False,
355907,c4d_140906_012930_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
355918,c4d_140906_014531_ooi_Y_ls11,V5.5LS,Out_of_focus,True,fringing,False,,False,
355924,c4d_140906_015510_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
355932,c4d_140906_020606_ooi_Y_ls11,V5.5LS,"Clouds_transparency,Nonoptimal_exp,Out_of_focus",True,fringing,False,,False,
355935,c4d_140906_021008_ooi_Y_ls11,V5.5LS,"Clouds_transparency,Out_of_focus",True,fringing,False,,False,
355936,c4d_140906_021123_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
355943,c4d_140906_022106_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
355944,c4d_140906_022230_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
355945,c4d_140906_022357_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
355947,c4d_140906_022637_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
355948,c4d_140906_022800_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
355949,c4d_140906_022918_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
355950,c4d_140906_023031_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
355957,c4d_140906_023937_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
355959,c4d_140906_024209_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
355960,c4d_140906_024332_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
355961,c4d_140906_024500_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
355962,c4d_140906_024621_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
355968,c4d_140906_025423_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
355969,c4d_140906_025537_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
355970,c4d_140906_025648_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
355973,c4d_140906_030218_ooi_Y_ls11,V5.5LS,"Clouds_transparency,Out_of_focus",True,fringing,False,,False,
355974,c4d_140906_030332_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
355981,c4d_140906_031243_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
355985,c4d_140906_031751_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
355986,c4d_140906_031908_ooi_Y_ls11,V5.5LS,"Clouds_transparency,Out_of_focus",True,fringing,False,,False,
355990,c4d_140906_032626_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
355995,c4d_140906_033440_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
355997,c4d_140906_033715_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
355998,c4d_140906_033824_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
356003,c4d_140906_034620_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
356005,c4d_140906_034909_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
356008,c4d_140906_035257_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
356009,c4d_140906_035418_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
356010,c4d_140906_035535_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
356011,c4d_140906_035645_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
356012,c4d_140906_035806_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
356013,c4d_140906_035929_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
356016,c4d_140906_040518_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
356017,c4d_140906_040637_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
356019,c4d_140906_040921_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
356020,c4d_140906_041045_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
356021,c4d_140906_041157_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
356022,c4d_140906_041318_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
