expnum,image_fname,plver,ML_reason,alex_badexp,alex_reason,frank_badexp,frank_reason,yufeng_badexp,yufeng_reason
356023,c4d_140906_041443_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
781444,c4d_181007_065925_ooi_g_ls9,V4.8.2a,Bad_CCD,False,,False,,True,
786302,c4d_181022_083808_ooi_z_ls9,V4.8.2a,NObjects,True,pupil,False,,False,
872195,c4d_190710_232747_ooi_g_v1,V4.8.2,Clouds_transparency,False,,False,,True,
886114,c4d_190813_063253_ooi_z_v1,V4.8.2a,NObjects,True,pupil; illumination,False,,False,
887183,c4d_190816_072906_ooi_z_v1,V4.8.2a,Nonoptimal_exp,True,pupil; illumination,False,,True,
887206,c4d_190816_084254_ooi_z_v1,V4.8.2a,"Ghost_Scatter,Nonoptimal_exp",True,pupil; illumination,False,,True,
887514,c4d_190817_053423_ooi_i_v1,V4.8.2a,Out_of_focus,True,scattered light,False,,False,
887516,c4d_190817_054020_ooi_i_v1,V4.8.2a,Out_of_focus,True,scattered light,False,,False,
887522,c4d_190817_055835_ooi_i_v1,V4.8.2a,Out_of_focus,True,scattered light,False,,False,
887524,c4d_190817_060458_ooi_i_v1,V4.8.2a,"Ghost_Scatter,Out_of_focus",True,scattered light,False,,False,
887528,c4d_190817_061712_ooi_i_v1,V4.8.2a,Out_of_focus,True,scattered light,False,,False,
887892,c4d_190818_084037_ooi_z_v1,V4.8.2a,Nonoptimal_exp,True,transparency,False,,True,
895041,c4d_190914_032305_ooi_i_v1,V4.8.2a,Nonoptimal_exp,True,scattered light,False,,True,
899795,c4d_191001_043127_ooi_r_v1,V4.8.2a,Clouds_transparency,False,,False,,True,
899796,c4d_191001_043226_ooi_r_v1,V4.8.2a,Clouds_transparency,False,,False,,True,
901820,c4d_191009_035041_ooi_i_v1,V4.8.2a,"Ghost_Scatter,NObjects",True,pupil,False,,True,
907215,c4d_191113_022331_ooi_z_v1,V4.8.2a,Nonoptimal_exp,True,pupil,False,,False,
931343,c4d_200208_070252_ooi_i_v1,V4.8.2a,Nonoptimal_exp,True,pupil; transparency,False,,True,ring pattern
931750,c4d_200209_081519_ooi_i_v1,V4.8.2a,Nonoptimal_exp,True,pupil; transparency,False,,False,
931756,c4d_200209_083855_ooi_i_v1,V4.8.2a,Nonoptimal_exp,True,pupil; transparency; scattered light,False,,False,
942332,c4d_200309_051239_ooi_i_v1,V4.8.2a,Nonoptimal_exp,True,pupil,False,,True,
942334,c4d_200309_051944_ooi_i_v1,V4.8.2a,Nonoptimal_exp,True,pupil,False,,False,
942367,c4d_200309_072404_ooi_i_v1,V4.8.2a,Nonoptimal_exp,True,pupil,False,,False,
942393,c4d_200309_084929_ooi_i_v1,V4.8.2a,"Ghost_Scatter,Nonoptimal_exp",True,pupil,False,,False,
942396,c4d_200309_090200_ooi_i_v1,V4.8.2a,Nonoptimal_exp,True,pupil,False,,False,
942397,c4d_200309_090613_ooi_i_v1,V4.8.2a,Nonoptimal_exp,True,pupil,False,,False,
942398,c4d_200309_091033_ooi_i_v1,V4.8.2a,Nonoptimal_exp,True,pupil,False,,False,
947538,c4d_201022_051454_ooi_g_ls10,V5.2.3LS,Ghost_Scatter,False,,False,,True,
947540,c4d_201022_052752_ooi_g_ls10,V5.2.3LS,Ghost_Scatter,False,,False,,True,
947546,c4d_201022_060645_ooi_g_ls10,V5.2.3LS,Ghost_Scatter,False,,False,,True,
978266,c4d_210328_042542_ooi_z_v1,V5.2,Wonky,False,,False,,True,
979352,c4d_210331_053056_ooi_z_v1,V5.2.1,Nonoptimal_exp,True,transparency,False,,True,
979355,c4d_210331_053632_ooi_z_v1,V5.2.1,Nonoptimal_exp,True,transparency,False,,True,
990987,c4d_210429_054020_ooi_i_v1,V5.2.1,Wonky,True,pupil; illumination,False,,True,
990988,c4d_210429_054138_ooi_z_v1,V5.2.1,Wonky,True,illumination,False,,True,
990992,c4d_210429_054657_ooi_z_v1,V5.2.1,Wonky,True,illumination,False,,True,
990994,c4d_210429_054936_ooi_z_v1,V5.2.1,Wonky,True,illumination,False,,True,
991007,c4d_210429_061205_ooi_r_v1,V5.2.1,Wonky,True,transparency,False,,True,
991028,c4d_210429_064758_ooi_i_v1,V5.2.1,Wonky,True,illumination,False,,True,
991030,c4d_210429_065038_ooi_i_v1,V5.2.1,Wonky,True,illumination,False,,True,
991034,c4d_210429_065601_ooi_i_v1,V5.2.1,Wonky,True,illumination,False,,True,
991047,c4d_210429_071159_ooi_z_v1,V5.2.1,Wonky,True,illumination,False,,True,
991050,c4d_210429_071557_ooi_i_v1,V5.2.1,Wonky,True,illumination,False,,True,
991051,c4d_210429_071716_ooi_z_v1,V5.2.1,Wonky,True,illumination,False,,True,
991088,c4d_210429_080754_ooi_i_v1,V5.2.1,Wonky,True,illumination,False,,True,
991089,c4d_210429_080914_ooi_z_v1,V5.2.1,"Clouds_transparency,NObjects,Wonky",True,illumination,False,,True,
1001060,c4d_210525_003205_ooi_i_v1,V5.2.2,Wonky,False,,False,,True,
1001093,c4d_210525_022907_ooi_i_v1,V5.2.2,Wonky,True,illumination,False,,False,
535138,c4d_160408_013647_ooi_g_ls9,V4.8.2a,PSF,False,,False,,True,
547924,c4d_160608_061512_ooi_g_ls10,V5.2.2LS,PSF,False,,False,,True,
548257,c4d_160609_015433_ooi_g_ls9,V4.8.2a,"Ghost_Scatter,PSF",True,ghost,False,,True,multiple ghosts
558560,c4d_160803_043408_ooi_g_ls9,V4.8.2a,Bad_CCD,True,scattered light,False,,True,scattered light
570798,c4d_160904_080522_ooi_g_ls9,V4.8.2a,"Clouds_transparency,PSF",False,,False,,True,ghosts and wired shape (maybe galaxy)
572936,c4d_160910_013427_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
572942,c4d_160910_014348_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
572947,c4d_160910_015745_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
572948,c4d_160910_015907_ooi_Y_vx,V5.5.1,Clouds_transparency,True,fringing,False,,False,
572949,c4d_160910_020346_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
572950,c4d_160910_020544_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
572957,c4d_160910_023010_ooi_Y_vx,V5.5.1,Clouds_transparency,True,fringing,False,,False,
572971,c4d_160910_030527_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
572979,c4d_160910_032005_ooi_Y_vx,V5.5.1,Clouds_transparency,True,fringing,False,,False,
572982,c4d_160910_032459_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
572983,c4d_160910_032611_ooi_Y_vx,V5.5.1,Clouds_transparency,True,fringing,False,,False,
572986,c4d_160910_033044_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
572987,c4d_160910_033155_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
572988,c4d_160910_033314_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
572989,c4d_160910_033427_ooi_Y_vx,V5.5.1,Clouds_transparency,True,fringing,False,,False,
572994,c4d_160910_034450_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
572999,c4d_160910_035101_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
573001,c4d_160910_035721_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
573003,c4d_160910_035947_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
573004,c4d_160910_040104_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
573008,c4d_160910_041034_ooi_Y_vx,V5.5.1,Clouds_transparency,True,fringing,False,,False,
573009,c4d_160910_041149_ooi_Y_vx,V5.5.1,Clouds_transparency,True,fringing,False,,False,
573012,c4d_160910_041725_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
574551,c4d_160914_004515_ooi_Y_ls11,V5.5LS,NObjects,True,fringing,False,,False,
574569,c4d_160914_012217_ooi_Y_vx,V5.5.1,NObjects,True,fringing,False,,False,
574637,c4d_160914_034929_ooi_Y_vx,V5.5.1,Clouds_transparency,True,fringing,False,,False,
574641,c4d_160914_035734_ooi_Y_vx,V5.5.1,Clouds_transparency,True,fringing,False,,False,
574643,c4d_160914_040006_ooi_Y_ls11,V5.5LS,"Clouds_transparency,Nonoptimal_exp",True,fringing,False,,False,
574888,c4d_160914_234121_ooi_Y_vx,V5.5.1,NObjects,True,fringing,False,,False,
574892,c4d_160914_234919_ooi_Y_ls11,V5.5.2LS,Clouds_transparency,True,transparency,False,,True,
574941,c4d_160915_014106_ooi_Y_ls11,V5.5.2LS,"Clouds_transparency,NObjects,Nonoptimal_exp",True,transparency,False,,True,
574951,c4d_160915_020552_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,transparency,False,,True,
574991,c4d_160915_032101_ooi_Y_vx,V5.5.1,Clouds_transparency,True,transparency,False,,True,
574998,c4d_160915_033330_ooi_Y_vx,V5.5.1,Clouds_transparency,True,transparency,False,,True,
575006,c4d_160915_034846_ooi_Y_vx,V5.5.1,Clouds_transparency,True,transparency,False,,True,
575009,c4d_160915_035457_ooi_Y_vx,V5.5.1,Clouds_transparency,True,transparency,False,,True,
575011,c4d_160915_035735_ooi_Y_vx,V5.5.1,Clouds_transparency,True,transparency,False,,True,
595147,c4d_161122_072034_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,fringing,False,,False,
660138,c4d_170720_013105_ooi_g_ls11,V5.5LS,Telescope_Moving,False,,False,,True,seeing
660345,c4d_170720_234537_ooi_r_ls11,V5.5.2LS,Clouds_transparency,False,,False,,True,
694009,c4d_171108_061324_ooi_z_ls11,V5.5LS,Clouds_transparency,True,transparency,False,,True,
730187,c4d_180314_060925_ooi_g_ls9,V4.8.2a,PSF,False,,False,,True,
775394,c4d_180919_004750_ooi_r_ls11,V5.5LS,Out_of_focus,True,transparency,False,,True,
778968,c4d_180929_090811_ooi_Y_ls11,V5.5.2LS,"NObjects,Wonky",True,transparency,False,,True,
1017502,c4d_210719_014436_ooi_i_v1,V5.2.3,Telescope_Moving,True,airplane,False,,True,
1018955,c4d_210723_051450_ooi_z_v1,V5.2.3,Wonky,True,illumination,False,,True,
1019008,c4d_210723_070149_ooi_z_v1,V5.2.3,"NObjects,Wonky",False,,False,,True,
1019484,c4d_210724_093657_ooi_Y_v1,V5.2.3,Clouds_transparency,True,pupil; transparency,True,transparency,False,
1019485,c4d_210724_093826_ooi_Y_v1,V5.2.3,Clouds_transparency,True,pupil; transparency,True,transparency,False,
1021001,c4d_210728_104034_ooi_Y_v1,V5.2.3,NObjects,True,,False,,False,
1027004,c4d_210828_073617_ooi_i_v1,V5.2.3,Clouds_transparency,True,transparency,True,transparency,True,
1027005,c4d_210828_073815_ooi_i_v1,V5.2.3,Clouds_transparency,True,transparency,True,transparency,True,
1027061,c4d_210828_093125_ooi_i_v1,V5.2.3,Clouds_transparency,True,transparency,True,transparency,True,
1027062,c4d_210828_093325_ooi_i_v1,V5.2.3,Clouds_transparency,True,transparency,True,transparency,True,
1027064,c4d_210828_093723_ooi_i_v1,V5.2.3,"Clouds_transparency,NObjects",True,transparency,True,transparency,True,
1027070,c4d_210828_094915_ooi_i_v1,V5.2.3,"Clouds_transparency,NObjects",True,transparency,True,transparency,True,
1032403,c4d_210911_041104_ooi_g_v1,V5.2.3,Clouds_transparency,True,noise,True,transparency,True,
1032405,c4d_210911_041801_ooi_g_v1,V5.2.3,Clouds_transparency,True,transparency,False,,True,
1032412,c4d_210911_045628_ooi_r_v1,V5.2.3,Clouds_transparency,True,transparency,True,clouds,True,
1032422,c4d_210911_054838_ooi_g_v1,V5.2.3,Clouds_transparency,False,,False,,True,
1033469,c4d_210916_010021_ooi_z_v1,V5.2.3,Wonky,False,,False,,True,
1033470,c4d_210916_010221_ooi_z_v1,V5.2.3,Wonky,False,,False,,True,cloud?
1033479,c4d_210916_012023_ooi_z_v1,V5.2.3,Wonky,True,saturation; sky scrapers,True,pupil spot center,True,
1033480,c4d_210916_012221_ooi_z_v1,V5.2.3,Wonky,True,saturation; sky scrapers,True,pupil spot center,True,
1033481,c4d_210916_012421_ooi_z_v1,V5.2.3,Wonky,True,saturation; sky scrapers,True,pupil spot center,True,
1033482,c4d_210916_012620_ooi_z_v1,V5.2.3,Wonky,False,,True,pupil spot center,True,
1033483,c4d_210916_012819_ooi_z_v1,V5.2.3,Wonky,False,,True,pupil spot center,True,
1033489,c4d_210916_014052_ooi_i_v1,V5.2.3,Wonky,False,,True,pupil spot center,True,
1070706,c4d_220110_075539_ooi_g_v1,V5.4,Clouds_transparency,True,transparency,True,clouds,True,
1070707,c4d_220110_080109_ooi_g_v1,V5.4,Clouds_transparency,True,transparency,True,clouts,True,
1070708,c4d_220110_080639_ooi_r_v1,V5.4,Clouds_transparency,True,transparency,True,no stars,True,
1070895,c4d_220111_045639_ooi_g_v1,V5.4,Clouds_transparency,True,transparency,True,transparency,True,
1070897,c4d_220111_050337_ooi_g_v1,V5.4,Clouds_transparency,True,transparency,True,transparency,True,
1070900,c4d_220111_052006_ooi_g_v1,V5.4,Clouds_transparency,True,transparency,True,transparency,True,
1070903,c4d_220111_053633_ooi_g_v1,V5.4,Clouds_transparency,True,transparency,True,transparency,True,
1071976,c4d_220114_061228_ooi_z_v1,V5.4,"NObjects,Wonky",True,transparency,True,transparency,True,
1077341,c4d_220201_070701_ooi_g_v1,V5.4,Clouds_transparency,True,transparency,True,clouds,True,
1077342,c4d_220201_071541_ooi_g_v1,V5.4,Clouds_transparency,True,transparency,True,clouds,True,
1077343,c4d_220201_073956_ooi_g_v1,V5.4,Clouds_transparency,True,transparency,True,clouds,True,
1078687,c4d_220208_041533_ooi_g_v1,V5.4,"Noise,Telescope_Moving",True,telescope moving,True,telescope moving,True,
1085635,c4d_220305_064530_ooi_g_v1,V5.4,Clouds_transparency,True,noise,False,,True,
1085637,c4d_220305_064949_ooi_g_v1,V5.4,Clouds_transparency,True,noise,False,,True,
1085640,c4d_220305_065547_ooi_g_v1,V5.4,Clouds_transparency,True,noise,False,,True,
1085642,c4d_220305_065947_ooi_g_v1,V5.4,Nonoptimal_exp,True,noise,False,,True,
1085644,c4d_220305_070349_ooi_g_v1,V5.4,Clouds_transparency,True,noise,False,,True,
1085647,c4d_220305_070947_ooi_g_v1,V5.4,Nonoptimal_exp,True,noise,False,,True,
1085648,c4d_220305_071146_ooi_g_v1,V5.4,"Clouds_transparency,Nonoptimal_exp",True,noise,False,,True,
1085649,c4d_220305_071346_ooi_g_v1,V5.4,Clouds_transparency,True,noise,False,,True,
1085650,c4d_220305_071545_ooi_g_v1,V5.4,Clouds_transparency,True,noise,False,,True,
1085651,c4d_220305_071745_ooi_g_v1,V5.4,Clouds_transparency,True,noise,False,,True,
1085652,c4d_220305_071946_ooi_g_v1,V5.4,"Clouds_transparency,Nonoptimal_exp",True,noise,False,,True,
1085653,c4d_220305_072146_ooi_g_v1,V5.4,Clouds_transparency,True,noise,True,bright sky,True,
1085654,c4d_220305_072345_ooi_g_v1,V5.4,Clouds_transparency,True,noise,False,,True,
1085656,c4d_220305_072745_ooi_g_v1,V5.4,Clouds_transparency,True,noise,False,,True,
1085658,c4d_220305_073145_ooi_g_v1,V5.4,"Clouds_transparency,Nonoptimal_exp",True,noise,False,,True,
1087963,c4d_220423_024113_ooi_i_v1,V5.5,"Ghost_Scatter,NObjects",False,,False,,True,
1094256,c4d_220511_042913_ooi_i_v1,V5.5,"Clouds_transparency,NObjects",True,transparency,True,transparency,True,
1094258,c4d_220511_043317_ooi_i_v1,V5.5,Clouds_transparency,True,transparency,False,,True,
1095479,c4d_220513_072653_ooi_g_v1,V5.5,Clouds_transparency,True,transparency,False,,True,
1095480,c4d_220513_072752_ooi_g_v1,V5.5,Clouds_transparency,True,transparency,False,,True,
1095481,c4d_220513_072853_ooi_g_v1,V5.5,Clouds_transparency,True,transparency,False,,True,
1095482,c4d_220513_072953_ooi_r_v1,V5.5,Clouds_transparency,True,transparency,False,,True,
1095515,c4d_220513_080226_ooi_g_v1,V5.5,Clouds_transparency,True,transparency,False,,True,
1095516,c4d_220513_080325_ooi_g_v1,V5.5,Clouds_transparency,True,transparency,False,,True,
1096126,c4d_220514_070133_ooi_g_v1,V5.5,Clouds_transparency,False,,False,,True,
1114898,c4d_220729_100513_ooi_g_v1,V5.5,PSF,False,,True,clouds,True,cloud
1114900,c4d_220729_100936_ooi_g_v1,V5.5,PSF,False,,False,,True,cloud
1116425,c4d_220801_084452_ooi_g_v1,V5.5,PSF,False,,False,,True,
1116449,c4d_220801_093833_ooi_g_v1,V5.5,PSF,False,,False,,True,
1116453,c4d_220801_094637_ooi_g_v1,V5.5,PSF,False,,False,,True,
1118352,c4d_220808_073503_ooi_i_v1,V5.5,NObjects,True,pupil; illumination,False,,False,
1119100,c4d_220810_092925_ooi_Y_v1,V5.5,NObjects,False,,False,,True,
1119499,c4d_220811_090810_ooi_z_v1,V5.5,"Ghost_Scatter,NObjects,Wonky",False,,False,,True,
1119504,c4d_220811_091806_ooi_z_v1,V5.5,NObjects,False,,False,,True,
1136114,c4d_220919_043944_ooi_g_v1,V5.5,PSF,False,,False,,True,
1136357,c4d_220928_045236_ooi_g_v1,V5.5,"Clouds_transparency,Noise",True,noise,True,transparency,True,
1136358,c4d_220928_045405_ooi_g_v1,V5.5,Clouds_transparency,True,noise,True,wonky,True,
1136359,c4d_220928_045743_ooi_g_v1,V5.5,Clouds_transparency,True,noise,True,wonky,True,
1136360,c4d_220928_045943_ooi_g_v1,V5.5,Clouds_transparency,True,noise,True,wonky,True,
1136375,c4d_220928_052924_ooi_g_v1,V5.5,Clouds_transparency,True,noise,False,,True,
1136382,c4d_220928_070331_ooi_g_v1,V5.5,Clouds_transparency,True,noise,True,no stars,True,
1136383,c4d_220928_070649_ooi_g_v1,V5.5,Clouds_transparency,True,noise,False,,True,
1137640,c4d_221003_053931_ooi_g_v1,V5.5,PSF,False,,False,,True,
1137802,c4d_221003_235319_ooi_g_v1,V5.5,Clouds_transparency,False,,False,,True,
1137803,c4d_221004_000004_ooi_g_v1,V5.5,Clouds_transparency,False,,False,,True,
1137977,c4d_221005_010349_ooi_i_v1,V5.5,NObjects,False,,False,,True,
941510,c4d_200306_032451_ooi_i_v1,V4.8.2a,Nonoptimal_exp,True,transparency,True,transparency/moon,False,
941511,c4d_200306_032650_ooi_i_v1,V4.8.2a,Nonoptimal_exp,True,transparency,True,transparency/moon,False,
941512,c4d_200306_032849_ooi_i_v1,V4.8.2a,Nonoptimal_exp,True,transparency,True,transparency/moon,False,
941513,c4d_200306_033052_ooi_i_v1,V4.8.2a,Nonoptimal_exp,True,transparency,True,transparency/moon,False,
941514,c4d_200306_033251_ooi_i_v1,V4.8.2a,Nonoptimal_exp,True,transparency; pupil,True,transparency/moon,False,
941515,c4d_200306_033450_ooi_i_v1,V4.8.2a,Nonoptimal_exp,True,transparency; pupil,True,transparency/moon,False,
942276,c4d_200309_015656_ooi_i_v1,V4.8.2a,Nonoptimal_exp,True,pupil,True,moon,False,
948870,c4d_201026_081241_ooi_g_v1,V4.10,"Bad_CCD,PSF",True,ghost,False,,False,
956062,c4d_201120_060900_ooi_g_v1,V5.0,"Ghost_Scatter,PSF",True,ghost,False,,False,
956767,c4d_201122_054758_ooi_g_v1,V5.0,PSF,True,ghost,False,,False,
973594,c4d_210314_070304_ooi_i_v1,V5.2,PSF,True,jpg failed (url),True,"bad jpg rendering, bad ccd edges",False,
973648,c4d_210314_085116_ooi_g_v1,V5.2,Telescope_Moving,True,jpg failed (url),False,,False,
973914,c4d_210315_073923_ooi_i_v1,V5.2,Telescope_Moving,False,,True,"bad jpg rendering, bad ccd edges",False,
987805,c4d_210422_233048_ooi_i_v1,V5.2.1,Wonky,True,pupil?,False,,False,
1025567,c4d_210815_232708_ooi_i_v1,V5.2.3,"Clouds_transparency,NObjects",True,transparency,True,no stars,False,
1025568,c4d_210815_232908_ooi_i_v1,V5.2.3,NObjects,True,transparency,True,no stars,False,
1025569,c4d_210815_233105_ooi_i_v1,V5.2.3,NObjects,True,transparency,True,no stars,False,
1025570,c4d_210815_233304_ooi_i_v1,V5.2.3,NObjects,True,transparency,False,,False,
1025571,c4d_210815_233502_ooi_i_v1,V5.2.3,"Clouds_transparency,NObjects",True,transparency,False,,False,
1025573,c4d_210815_233900_ooi_i_v1,V5.2.3,"Clouds_transparency,NObjects",True,transparency,False,,False,
138076,c4d_121003_045259_ooi_r_ls11,V5.5LS,Out_of_focus,True,Maybe saturation or close to saturation. The structure in the background is indicative of charge close the serial register of the CCDs.,False,,False,
138078,c4d_121003_045456_ooi_r_ls11,V5.5LS,"Nonoptimal_exp,Out_of_focus",True,Maybe saturation or close to saturation. The structure in the background is indicative of charge close the serial register of the CCDs.,False,,False,
201058,c4d_130423_053100_ooi_z_ls11,V5.5LS,Clouds_transparency,True,Clouds; also residual tree rings from flat fielding residuals,False,,False,
223788,c4d_130805_230748_ooi_r_ls11,V5.5LS,"Ghost_Scatter,Telescope_Moving",True,structured residuals in the sky,False,,False,
259477,c4d_131202_080520_ooi_r_ls9,V4.8.2a,Telescope_Moving,True,amplifier offsets (gain correction),False,,False,
268423,c4d_131227_075513_ooi_r_ls9,V4.8.2a,Ghost_Scatter,True,PSF?,False,,False,
281824,c4d_140205_082615_ooi_g_ls11,V5.5LS,Telescope_Moving,True,PSF?,False,,False,
318113,c4d_140528_232723_ooi_r_ls11,V5.5.2LS,Clouds_transparency,True,transparency,False,,False,
339208,c4d_140719_230916_ooi_g_ls11,V5.5.2LS,PSF,True,airplane,False,,False,
339211,c4d_140719_232639_ooi_i_ls11,V5.5.2LS,PSF,True,lots of bleed trails; maybe moving or VSUB issue? Or just long (360s) crowded field exposure.,False,,False,
339212,c4d_140719_233307_ooi_i_ls11,V5.5.2LS,PSF,True,lots of bleed trails; maybe moving or VSUB issue? Or just long (360s) crowded field exposure.,False,,False,
339213,c4d_140719_233935_ooi_i_ls11,V5.5.2LS,"Ghost_Scatter,PSF",True,lots of bleed trails; maybe moving or VSUB issue? Or just long (360s) crowded field exposure.,False,,False,
339214,c4d_140719_234610_ooi_i_ls11,V5.5.2LS,PSF,True,lots of bleed trails; maybe moving or VSUB issue? Or just long (360s) crowded field exposure.,False,,False,
339215,c4d_140719_235236_ooi_i_ls11,V5.5.2LS,PSF,True,lots of bleed trails; maybe moving or VSUB issue? Or just long (360s) crowded field exposure.,False,,False,
339216,c4d_140719_235906_ooi_i_ls11,V5.5.2LS,PSF,True,lots of bleed trails; maybe moving or VSUB issue? Or just long (360s) crowded field exposure.,False,,False,
382626,c4d_141129_080817_ooi_Y_ls11,V5.5LS,Clouds_transparency,True,"Y-band; fringing, especially in central CCD",False,,False,
448468,c4d_150610_040633_ooi_i_ls11,V5.5LS,Clouds_transparency,True,transparency,False,,False,
508427,c4d_160104_074611_ooi_r_ls11,V5.5.2LS,Clouds_transparency,True,transparency,False,,False,
508428,c4d_160104_074742_ooi_i_ls11,V5.5.2LS,Clouds_transparency,True,transparency,False,,False,
516557,c4d_160212_082643_ooi_g_ls11,V5.5.2LS,Ghost_Scatter,True,sky subtraction,False,,False,
536367,c4d_160411_055040_ooi_g_ls11,V5.5LS,Clouds_transparency,True,transparency,False,,False,
608855,c4d_170112_030929_ooi_g_ls11,V5.5.2LS,Noise,True,transparency; sky background?,False,,False,
626958,c4d_170307_083213_ooi_g_ls9,V4.9,Bad_CCD,True,amplifier offsets; transparency,False,,False,
660197,c4d_170720_045536_ooi_g_ls11,V5.5LS,Telescope_Moving,True,transparency,False,,False,
711753,c4d_180113_043731_ooi_r_ls11,V5.5LS,Clouds_transparency,True,transparency,False,,False,
749745,c4d_180522_062306_ooi_r_ls11,V5.5.2LS,Ghost_Scatter,True,transparency,False,,False,
749747,c4d_180522_062631_ooi_i_ls11,V5.5.2LS,Telescope_Moving,True,transparency,False,,False,
757385,c4d_180722_010448_ooi_i_ls11,V5.5.2LS,Nonoptimal_exp,True,transparency; pupil illumination correction,False,,False,
757415,c4d_180722_020427_ooi_i_ls11,V5.5.2LS,Nonoptimal_exp,True,transparency; pupil illumination correction,False,,False,
757416,c4d_180722_020633_ooi_i_ls11,V5.5.2LS,"Nonoptimal_exp,Wonky",True,transparency; pupil illumination correction,False,,False,
759382,c4d_180727_032314_ooi_Y_ls11,V5.5.2LS,Clouds_transparency,True,Y-band; fringing,False,,False,
